"date","user_id","text","sentiment","replies","retweets","likes"
"2022-09-11 15:57:56+00:00","1.5689922448957E+18","@Candace82661097 @Disney This made me tear up.  My little girl is now twelve, but I wish she was six years old still running around in her Ariel dress. My little Pisces was about that Mermaid life.  She's still gonna gasp though.","positive","0","3","104"
"2022-09-11 15:30:47+00:00","1.5689854122023E+18","@HalleBailey playing little mermaid it’s such a powerful thing for young black girls growing up and for black culture period. Her and @Disney out did themselves","positive","0","0","0"
"2022-09-11 15:19:41+00:00","1.5689826211617E+18","Cannot WAIT 🥹🧜🏾‍♀️ #hallebailey #littlemermaid @Disney https://t.co/u9Mw37MSpM","positive","0","0","12"
"2022-09-11 14:11:59+00:00","1.5689655830639E+18","⚡️ “@Disney shows off first footage from live-action 'Little Mermaid' at #D23Expo” by @THR https://t.co/3Dx2Cf1YCD","positive","0","0","0"
"2022-09-11 13:54:34+00:00","1.5689611987327E+18","@Candace82661097 @Disney im white, 22, i have grown up watching the original Mermaid… i love this video, the happiness on her face. my little sister has also loved the trailer and she didnt care at all about her skin color. but this little girl does, because she finally sees herself.","positive","16","56","2259"
"2022-09-11 13:03:55+00:00","1.5689484527884E+18","@MioBread @Disney That is the little mermaid.","positive","0","0","0"
"2022-09-11 12:26:29+00:00","1.5689390331995E+18","I drew the little mermaid of our dreams 😍😭♥️ the beautiful @HalleBailey 🧜🏾‍♀️ @chloexhalle @PontiacMadeDDG @ChloeBailey @Disney used the ungodly hour background n turned it blue lol I cant wait for this movie. Imma be top row, 4D glasses, large popcorn, drink, even the skittles https://t.co/VYs58179dh","positive","0","3","7"
"2022-09-11 11:53:23+00:00","1.5689307036806E+18","Why is it Hollywood and poor production companies keep blackwashing original white characters. Its actually a joke, can't wait for the little mermaid to flop like everything else @Disney","negative","0","0","0"
"2022-09-11 11:52:00+00:00","1.5689303560528E+18","@xTheTruthXl @artcoremilf @THR @Disney You’re so worried about a childrens story like the original little mermaid wasn’t green.. it really doesn’t matter with the race","positive","0","0","1"
"2022-09-11 11:23:09+00:00","1.5689230948818E+18","@Candace82661097 @Disney I hate this world has such evil minds, souls, and hearts. Black little girls want to see a black mermaid swim around, sing, and just look beautiful. The white little girls still have the original Ariel. It's not like that movie isn't still around. 😒 So I don't get the anger.","positive","28","204","6377"
"2022-09-11 11:12:59+00:00","1.5689205359621E+18","How I’d love to get a first look of @Disney @DisneyStudios Little mermaid. It’s everything I grew up on","positive","0","0","0"
"2022-09-11 09:41:18+00:00","1.5688974626263E+18","REPORT: @Disney Goes ALL IN On Changing Classics Into #Woke Propaganda! 
The New ""Little Mermaid"" &amp; ""Snow White"" Stars Say Their ""Modern"" Characters WON'T BE DEFINED BY NEEDING OR WANTING A MAN'S LOVE. https://t.co/22AchSQv7U","positive","7","9","11"
"2022-09-11 08:55:28+00:00","1.5688859265663E+18","The Little Mermaid - Official Teaser Trailer ( Has Disney Changed ??? ) https://t.co/kPNmZ9n8bz via @YouTube @Disney_UK @Disney https://t.co/RGRdNmRAcn","positive","0","0","0"
"2022-09-11 08:54:46+00:00","1.5688857537358E+18","@DisneyStudios @Disney please deactivate comments for The Little Mermaid trailer’s video on YouTube","positive","0","1","2"
"2022-09-11 08:23:30+00:00","1.5688778826294E+18","DISNEY Backlash After Race-Swapped LITTLE MERMAID Trailer Gets Down Voted https://t.co/Whm8XkZyH5 via @YouTube - You reap what you sow @DisneyD23 @Disney","negative","0","0","0"
"2022-09-11 07:54:38+00:00","1.5688706179145E+18","What happened to flounder from “the little mermaid” ???? I was watching the trailer and i was expecting to see a bright yellow and blue fish like @Disney i don’t see flounder anywhere????!? 

( off edtwt post )","negative","0","0","1"
"2022-09-11 06:30:32+00:00","1.5688494543795E+18","Holy shit @disney, your little mermaid trailer is getting murdered!!!
Ouch.
Yo' member berries gone rotten.","negative","0","0","0"
"2022-09-11 06:16:47+00:00","1.5688459955299E+18","I like how @Disney heard everyone whining about Star Wars, Marvel, and other diversity in their casting, then cast #HalleBerry to play Ariel in the new #LittleMermaid without a second thought. 
Well-played, House Of Mouse.","positive","0","0","0"
"2022-09-11 06:14:12+00:00","1.5688453450644E+18","@DicklessGenius @Disney I'm ready for a movie of the real tale of the little mermaid.","positive","0","0","1"
"2022-09-11 05:59:06+00:00","1.5688415461073E+18","That #LittleMermaid trailer looking Nice...🥲🥹🤣
@Disney Top Top 

All Love though, Glad she has a gorgeous fish Face https://t.co/B30XcrkKMA","positive","0","1","6"
"2022-09-11 05:52:46+00:00","1.5688399514036E+18","Nobody is ready for @Disney @DisneyPlus @DisneyStudios #LittleMermaid @HalleBailey","positive","0","0","2"
"2022-09-11 05:08:26+00:00","1.5688287947896E+18","I made a little mermaid bag for a special little girl in our life, my daughter’s side kick. She immediately said, “Look! She’s black like me!” She’s going to love this show. Yay @Disney - thank you! https://t.co/vYwna93kgC https://t.co/RTBSbN5wGh","positive","0","0","1"
"2022-09-11 05:06:00+00:00","1.5688281832561E+18","Im begging @Disney , just give us her recording of Part of Your World , not even the whole soundtrack just this song and we’ll calm down until May #LittleMermaid #D23Expo2022","positive","0","0","0"
"2022-09-11 04:35:24+00:00","1.5688204822328E+18","@creepachrist @Disney Yes My Little Mermaid is based off Danish folklore","positive","0","0","1"
"2022-09-11 04:34:14+00:00","1.5688201865052E+18","@Disney could damn well use The Little Mermaid as an opportunity to remind people of all the Black Lives stolen and lost in the Atlantic during the Middle Passage.

And the audience would deserve it.

Be careful what you wish for when you demand realism and authenticity.","negative","1","0","12"
"2022-09-11 04:31:21+00:00","1.568819463122E+18","Just saw the preview for The Little Mermaid 🧜‍♀️ 👀 okay, @Disney this should be interesting🍿","positive","0","0","0"
"2022-09-11 03:40:51+00:00","1.5688067535881E+18","WHERE’S THE LITTLE MERMAID POSTER?? @DISNEY","negative","0","0","4"
"2022-09-11 03:29:38+00:00","1.5688039318449E+18","@Candace82661097 @Disney I love Rob Marshall. Thanks to Rob and Halle, we will have little black girls seeing themselves as mythical heroines and mermaids. Ariel is a hero again for a new generation of dreamers.","positive","0","33","607"
"2022-09-11 03:17:03+00:00","1.5688007616306E+18","@Disney The Pinochio movie seemed pretty cool until you ethnically changed up the fairy. I will also not be taking my daughter to see the live action Little Mermaid for that same reason.  #DisneyPlusDay #Pinocho #TheLittleMermaid","negative","1","0","0"
"2022-09-11 03:16:20+00:00","1.5688005830327E+18","😭My childhood is ruined😱
Seriously, Lisa should be cast for the #LittleMermaid ,she is a perfect fit for the role. #MERMAID is supposed to be a PRETTY and SLIM... 
@DISNEY WTF.  #BoycottLittleMermaid https://t.co/ZBmEjaLIbI","negative","4","0","0"
"2022-09-11 03:02:27+00:00","1.5687970884814E+18","FINALLY! 
THE LITTLE MERMAID TRAILER 
I'M SO EXCITED! ❤️
@HalleBailey @Disney #TheLittleMermaid2023 https://t.co/sONyHKOjRV","positive","0","0","0"
"2022-09-11 02:51:46+00:00","1.5687944019542E+18","@artdoer93 @Disney OMG THE LITTLE MERMAID IS MY FAVORITE TOO!!","positive","0","0","1"
"2022-09-11 02:51:23+00:00","1.5687943022554E+18","The Little Mermaid's trailer looks good, but I'm not here for the ""gets with the times"" stuff. NO woman (who's being honest) wants a job more than love. NO man either. Work fades. Retirement comes. Love is forever. @Disney @rachelzegler @HalleBailey 

https://t.co/sK9CSWbQYJ","positive","0","0","0"
"2022-09-11 02:45:54+00:00","1.5687929228747E+18","Dear @Disney, You have a very pissed off 7 year old in my house after showing her the #LittleMermaid clip she screamed on the NYC subway, “That’s not what she looks like! Where’s her bright red hair!!??” 🧜🏼‍♀️ Hope you’re fixing that in post production. #Disney #argh 🤦‍♂️ #D23Expo","negative","0","0","1"
"2022-09-11 02:45:44+00:00","1.5687928820264E+18","@THR Congratulations to @HalleBailey &amp; @Disney on what looks to be a beautiful rendition of the #LittleMermaid ! #bravo. &amp; hun haters are gonna hate &amp;  it’s gonna be a bumpy ride BUT Keep your head high phenomenal lady … you got this baby girl step into your legacy #BlackGirlMagic https://t.co/Re2lmirTOi","positive","0","1","0"
"2022-09-11 02:36:19+00:00","1.5687905106758E+18","@Disney @DisneyStudios we can’t wait until May 2023 to see The Little Mermaid, we need it NOW! @HalleBailey is going to kill it!","positive","0","0","0"
"2022-09-11 02:23:20+00:00","1.5687872431497E+18","The black little mermaid needs its own black Barbie @Disney &amp; @Barbie !","positive","0","0","0"
"2022-09-11 02:11:36+00:00","1.5687842939039E+18","NEW VIDEO ALERT 🚨 out on my YouTube channel @Chrismh91 THE LITTLE MERMAID MOVIE TRAILER REVIEW. Make sure you like share and subscribe @Disney 
https://t.co/fc4ML9eN1N https://t.co/G3o2B4uH5u","positive","0","1","3"
"2022-09-11 02:10:56+00:00","1.5687841257204E+18","Somebody had to do it. @WatchUsReact  @Disney #LittleMermaid 

https://t.co/XJxUMTskIz","positive","0","1","2"
"2022-09-11 01:41:04+00:00","1.5687766092133E+18","With the release of the live action version of The Little Mermaid, I really hope @Disney DOES NOT make a live action version of Pocahontas.

Pocahontas was an abomination of LIES.","negative","0","0","1"
"2022-09-11 01:30:18+00:00","1.5687738974448E+18","My birthday cake is seriously next level. #birthdaycake @Disney @DisneyPlus @DisneyAUNZ #disney #disneylover #disneyprincess #princesscake #frozen #elsa #littlemermaid #snowwhite https://t.co/kbziyOEbHa","positive","0","0","1"
"2022-09-11 01:22:28+00:00","1.5687719292551E+18","@stevush5 Woke @Disney now made the animated ""white"" little mermaid, black. 
When they do the Princess and the Frog a non-animated film, will the black Princess be white?","negative","0","0","1"
"2022-09-11 00:54:56+00:00","1.568764997635E+18","@Disney @DisneyStudios 

2022😋
• Hocus Pocus 2
• Disenchanted
• Zootopia+
• Strange World

2023🥹
• Peter Pan &amp; Wendy
• Haunted Mansion
• The Little Mermaid
• Elemental
• Win or Lose
• Iwájú
• Wish

2024🥰
• MUFASA: The Lion King
• Snow White
• Elio
• Inside Out 2 https://t.co/Rc6N0GDW6j","positive","0","2","2"
"2022-09-11 00:54:38+00:00","1.5687649238572E+18","@KateyVo @TheNameIsLuke @Disney You can’t imagine her being black but it is possible that she could be in a remake. At the end of the day, there are now more little girls who think they can be a mermaid because she looks like them. In the words of Elsa… https://t.co/Cm2bNPoH65","positive","2","0","1"
"2022-09-11 00:26:42+00:00","1.568757891385E+18","Saw about 15 seconds of @HalleBailey as Ariel and I feel like a kid back watching Little Mermaid for the first time on VHS. So much wonder! What a voice, too! Straight up Whitney. 🧜‍♀️ @DisneyPlus @Disney #TheLittleMermaid https://t.co/RozBb0jdJp","positive","0","0","0"
"2022-09-10 23:28:23+00:00","1.5687432183716E+18","@DonMario95_ @G4T0R_N4T10N @Disney Let me rephrase. The fictional place of Wakanda exists in Africa and its fictional people are black. There fictional original story of the Little Mermaid never mentions the color of her skin and the place she lives is the ocean. Also, she dies and turns into sea foam.","positive","0","0","0"
"2022-09-10 23:05:21+00:00","1.5687374220658E+18","Disney released the live action Little Mermaid trailer and it looks really good.  Of course the bigots are upset and being very vocal about her skin and hair color.  I don't think there is a genre safe from these people.
#Disney #TheLittleMermaid #LittleMermaid @Disney https://t.co/dQ5iQNJbFZ","positive","1","0","3"
"2022-09-10 23:05:18+00:00","1.5687374076879E+18","So, this weekend we learned that @Disney is just another money sucker who is doing everything wrong. Not only did they keep up with the idea of changing the characters ethnicity of their original version of The Little Mermaid (not racist, just against the new wave of politically","negative","1","0","0"
"2022-09-10 22:30:55+00:00","1.5687287551407E+18","Not little mermaid leaks! Snatch it back! @disney","negative","0","0","0"
"2022-09-10 22:11:44+00:00","1.5687239265528E+18","@Disney the little mermaid pc","positive","0","0","0"
"2022-09-10 22:11:07+00:00","1.5687237731881E+18","@KaylaSpahn @Shakthi113 @Disney So do you want the 1989 interpretation of the Little mermaid however the 2022 interpretation of Ariel is something different. Both are  interpretations of the original described as such, “her skin was as clear and delicate as a rose-leaf, and her eyes as blue as the deepest sea”","negative","1","0","0"
"2022-09-10 22:06:51+00:00","1.5687226975379E+18","Very happy @HalleBailey is the little mermaid 

Best decision @Disney has made in awhile","positive","0","0","0"
"2022-09-10 22:06:48+00:00","1.5687226878071E+18","@Disney I hate the live-action Disney movies, I'm not a fan of the original Little Mermaid by Disney and I have thalassophobia but ... maybe I will watch it. The visuals look good.","positive","0","0","0"
"2022-09-10 22:00:22+00:00","1.5687210659747E+18","Which women are more attractive?

Gingers?

Or...

Redbones?

Either way...

Stop raceswapping characters.

Stick.. to.. the... source... material...

Do it for #China 

#LittleMermaid
@Disney 
@DisneyPlus","negative","0","0","1"
"2022-09-10 21:43:31+00:00","1.5687168262505E+18","I wonder how people who were upset about the diversity featured in @obiwankenobi, @HouseofDragon, and @LOTRonPrime are doing with this @Disney Little Mermaid trailer.

Racism isn't a problem nor hard to talk about if you're not a racist

☕️🐸","positive","0","0","0"
"2022-09-10 21:38:16+00:00","1.5687155048224E+18","From Alan Menken with lyrics by # Lin Manuel Miranda # @cameronphilli10 # @halleberry # @HalleBailey # @Disney # The Little Mermaid https://t.co/oL9SpG0iU8","positive","0","2","2"
"2022-09-10 21:02:45+00:00","1.568706568904E+18","How long will The Little Mermaid stay in theaters? 
How much will the doll cost? 
How much will an Ariel wig cost?
How much will an Ariel tail cost?
How much will an Ariel top cost?
@DisneyStudios @Disney I'm creating my budget 😘 I will be ready, I need it all.","positive","0","0","0"
"2022-09-10 20:39:17+00:00","1.5687006638945E+18","No thank you. Stop reinventing the wheel. #Disney #LittleMermaid #stopruiningtheclassics #EnoughlsEnough @DisneyStudios @Disney https://t.co/R0EXfONDbY","negative","0","0","0"
"2022-09-10 20:31:52+00:00","1.5686987962087E+18","The Little Mermaid AND Disenchanted?! @Disney https://t.co/pjBNB57Qqh","positive","0","1","0"
"2022-09-10 20:21:08+00:00","1.5686960941835E+18","I can only imagine the outrage if @Disney did a live action remake of Princess and the Frog &amp; casted a blond haired, blue eyed, white woman to be Tiana. Stop calling people racist for wanting live action Ariel to look the same. #LittleMermaid #DoubleStandards #LiberalHypocrisy","negative","4","1","10"
"2022-09-10 20:05:05+00:00","1.5686920566416E+18","500+ of the UK’s most devoted horror fans singing their hearts out to ‘Part of Your World’ from @Disney’s the Little Mermaid in the @phoenixartsclub

Imagined no one ever!!! 

#OhItHappened #frightfest22 #Horrorfamily","positive","1","1","4"
"2022-09-10 19:55:26+00:00","1.568689627263E+18","@Disney thank you for absolutely confusing my daughter after I showed her the Little Mermaid trailer. She was sad because she wanted to see Ariel but didn’t understand that the actress playing her was Ariel. “That’s not Ariel” she kept saying as she was in tears… Thanks!","negative","0","0","0"
"2022-09-10 19:47:06+00:00","1.5686875309793E+18","@Marvel @DisneyPlus @Disney doin’ the damn thang! 👏🏾 Wow I can’t wait for this. First #LittleMermaid live and now #SecretInvasion 😳 Anybody wanna go half with me on a new tv? 🤪😂","positive","0","0","0"
"2022-09-10 19:26:31+00:00","1.5686823483627E+18","@RavenAveira @Tylershepard96 @Disney @DisneyD23 @DisneyStudios Old little mermaid running into copyright at some point. They make a new version and copyright the new version for generations to come.","negative","0","0","0"
"2022-09-10 19:13:38+00:00","1.5686791090181E+18","@sd_stajic @stevieanntas @AndyVonMortuary @FilmUpdates @Disney Awwww look at the little triggered boy deflecting because he can’t make a proper argument 🥰🥰🥰 I didn’t realize not caring about the race of a mermaid meant I’m “against white people.” Derek Chauvin was convicted of murder so yeah, anyone with a brain agrees he was murdered","positive","0","0","2"
"2022-09-10 19:07:43+00:00","1.5686776185217E+18","The Halle Bailey version of the little mermaid needs to be in kingdom hearts 4! @Disney @SquareEnix https://t.co/NHNitBqjld","positive","0","0","2"
"2022-09-10 19:00:53+00:00","1.5686758993857E+18","Im so pumped for the little mermaid 🥹😍 @Disney","positive","0","0","0"
"2022-09-10 18:58:56+00:00","1.5686754068738E+18","@KateyVo @luviebit @TheNameIsLuke @Disney The original little mermaid was a dark tale not a watered down cute mermaid who has a fish as a best friend","positive","1","0","0"
"2022-09-10 18:57:33+00:00","1.5686750582642E+18","RELEASE THE LITTLE MERMAID MOVIE @Disney @DisneyPlus @DisneyStudios","positive","0","0","0"
"2022-09-10 18:52:30+00:00","1.5686737907791E+18","@GeeksGamersCom @Disney I didn’t care about the remakes untill they started doing Aladdin and now Little Mermaid… that’s now jabbing at my childhood.  I will literally cry when they move to Sleeping Beauty.. that was my favourite 😭","positive","0","0","2"
"2022-09-10 18:50:11+00:00","1.5686732058121E+18","@Disney GIVE US LITTLE MERMAID TRAILER NOW https://t.co/zIEfu3IXsz","positive","0","0","0"
"2022-09-10 18:39:05+00:00","1.5686704118058E+18","@fullsunkth @aper6014 @GoldingShantol @iiijjjjjjjjjjji @Hridoy2323 @Disney The little mermaid comes from Northern European folklore. It’s a cultural story. Like I said, it’s ridiculous to make her African.","negative","1","0","1"
"2022-09-10 18:37:14+00:00","1.5686699453657E+18","I've devoted a LOT of energy to avoiding Disney's transparent exploitation of my demographic but between FINALLY readying our live action little mermaid and fucking Disenchanted?

I'm done. take my money. just put visibly disabled people in your shit please @DisneyPlus @Disney","negative","0","0","3"
"2022-09-10 18:36:09+00:00","1.568669675139E+18","@DatEcho @aper6014 @GoldingShantol @iiijjjjjjjjjjji @Hridoy2323 @Disney black panthers story is impacted by his race and culture. the little mermaid could be indian, black, asian, white, and her story wouldn’t change at all. her story isn’t impacted by her race or racial cultures/traditions","positive","1","0","0"
"2022-09-10 18:13:13+00:00","1.5686639013359E+18","@xTheTruthXl @THR @Disney Maybe you need to look up the origins of The Little Mermaid.","positive","1","0","6"
"2022-09-10 18:08:43+00:00","1.568662772267E+18","https://t.co/bTpOM5VdCe @halleberry Sings praises to @HalleBailey as. The revealed New. Starring Casted Live movie 🎥 re Adaption @Disney Classic The Little Mermaid over the seas Wishfully I could be Apart of it during premiere of release new a teaser trailer for May 2023 preview","positive","21","1","0"
"2022-09-10 18:05:00+00:00","1.5686618331875E+18","Disney released the first teaser for the upcoming live-action Little Mermaid starring Halle Bailey 😍🧜🏽‍♀️🔥 Y’all ready for this movie?? @disney 

https://t.co/tH96uCSiyy","positive","1","0","2"
"2022-09-10 18:01:42+00:00","1.568661005584E+18","@sd_stajic @thatboygud @FilmUpdates @Disney Since you were determined to go there, I already told you the first Little Mermaid was written by Hans Christian Andersen. The first story in mythology about mermaid wasn't from Greece. It was SYRIAN. 

Learn to make Google your friend. 

https://t.co/9MO2ebFa6S","negative","0","0","1"
"2022-09-10 17:49:41+00:00","1.5686579806812E+18","@penguins623 @7celo @Disney gee, I wonder where in the original Little Mermaid there was a singing crab and a cutesy fish sidekick?
major plotlines have also been changed, these classic Disney animations were made as musicals by masters in that field, hence their success","positive","0","0","0"
"2022-09-10 17:44:13+00:00","1.5686566039136E+18","#LittleMermaid @Disney Speaking of remakes...I'm ready for an urban #bipoc remake of Michael J Fox's TeenWolf, starring @AlexRHibbert","positive","0","0","0"
"2022-09-10 17:43:38+00:00","1.5686564594869E+18","Why are y’all leaking footage of THE LITTLE MERMAID!!!!!! I swear y’all do to much 😫🤬 @DisneyStudios @Disney @DisneyPlus GET THEY ASSES NEOW !!!","positive","1","0","0"
"2022-09-10 17:39:03+00:00","1.5686553033398E+18","@sanchezjorge3 @Disney A downgrade? The little Mermaid is a cartoon. How does a human being ""downgrade"" a cartoon character?","positive","0","0","7"
"2022-09-10 17:31:28+00:00","1.5686533952711E+18","@Disney can we get the little mermaid soundtrack early pls 😭","positive","0","0","0"
"2022-09-10 17:16:43+00:00","1.5686496856692E+18","@Disney where is the new little mermaid we were promised? I randomly remembered it today and it’s been years? I WANT HALLE!!!!","positive","0","0","0"
"2022-09-10 17:14:19+00:00","1.5686490814086E+18","She better not be adlibbing too much tho..#LittleMermaid  the songs are like carved in everyones memory. @Disney  don’t make the songs sound…#different","negative","0","0","0"
"2022-09-10 17:09:03+00:00","1.5686477548759E+18","I’m actually crying and not just saying that for dramatic effect. You all have no idea how much The Little Mermaid meant to me when i was a kid and I CAN NOT wait to see this on premier night. @Disney , PLEASE don’t disappoint us and let this be THE most MAGICAL experience!🧜‍♀️💫 https://t.co/EYnUwb0BWH","positive","1","0","6"
"2022-09-10 17:02:56+00:00","1.5686462150254E+18","Geez @Disney, what are you thinking? I have children and your trailers for Little Mermaid, Hocus Pocus 2, Disenchanted and Pinocchio generated almost no interest in us. As a matter of fact, we just decided to cancel and let Disney+ run out. Get a clue (and good ideas). https://t.co/jljrbYv5AB","negative","1","0","3"
"2022-09-10 16:59:50+00:00","1.5686454336518E+18","@sd_stajic @thatboygud @FilmUpdates @Disney I don't, because we're not talking mythology. We're talking about The Little Mermaid. Stay on subject. 

As for Hans Christian Andersen... The man has been deceased for centuries. Even back then, they depicted a lot of things after black ppl. https://t.co/VA5ku15D9R","positive","1","0","0"
"2022-09-10 16:48:43+00:00","1.5686426376279E+18","@DisneyD23 @Disney Expo cool. 

Has @alexandrabreck1 and any of the others tried for the little mermaid role? 🙏 https://t.co/SyZP195SIf","positive","0","0","2"
"2022-09-10 16:44:08+00:00","1.5686414829278E+18","For all of you out there freaking out with black elves and dwarfs on fantasy shows, please don't see the little mermaid live action. On another note, keep it up @Disney. ❤️ #LittleMermaid #CantWaitToSee #RepresentationMatters","positive","0","1","1"
"2022-09-10 16:43:11+00:00","1.5686412450477E+18","will the little mermaid be in 4DX @Disney? I want to drown.","positive","5","7","42"
"2022-09-10 16:38:22+00:00","1.5686400332713E+18","@Disney Little Mermaid was my favorite as a kid, I love Ariel","positive","0","0","0"
"2022-09-10 16:37:40+00:00","1.5686398587462E+18","Ok so some of y’all may have seen the @Disney clip for little mermaid. Cool right. 

Am I the only one who was like…I see they show Ariel for a tiny clip. Theeeen did y’all notice how she seemed lighter? Or my eyes playing tricks?","negative","0","0","2"
"2022-09-10 16:37:14+00:00","1.5686397481005E+18","@sd_stajic @thatboygud @FilmUpdates @Disney The original The Little Mermaid was written by Hans Christian Andersen. Since when did Denmark become Greece? 😑 https://t.co/xZMo03Fqrm","positive","1","0","2"
"2022-09-10 16:19:28+00:00","1.5686352765575E+18","i would love to be invited to the little mermaid premiere @Disney","positive","0","0","0"
"2022-09-10 16:16:49+00:00","1.5686346106486E+18","@Disney Apparently the climate has changed in the water and the little mermaid has become a little different","negative","0","0","0"
"2022-09-10 16:16:37+00:00","1.5686345612734E+18",".@Disney executives after dropping that The Little Mermaid trailer: https://t.co/gBhfBiFz7O","negative","0","0","0"
"2022-09-10 16:15:50+00:00","1.5686343627486E+18","little mermaid trailer ………@Disney thank you 🙏🏾 🫡🫡🫡🫡 @HalleBailey","positive","0","0","0"
"2022-09-10 16:14:09+00:00","1.5686339386667E+18","The little mermaid @Disney https://t.co/rR6DGFxbyW","positive","0","0","0"
"2022-09-10 16:11:53+00:00","1.5686333683253E+18","The little mermaid @Disney https://t.co/AyIUdcgYYO","positive","0","0","0"
"2022-09-10 16:09:56+00:00","1.5686328772979E+18","Just saw the trailer for the new #LittleMermaid movie, and I’m going to stick to the original. Nothing beats the originals anyway! @Disney, you need to come up with new stories instead of remakes. The live-action remakes aren’t that great.","negative","2","0","8"
"2022-09-10 16:06:52+00:00","1.5686321042416E+18","@Disney @DisneyStudios #LittleMermaid why are we replacing another white character to he black? Whos brilliant idea was this? #Cinderella then Annie now Ariel? You would never replace a black character to a white character so why is this acceptable? This shits getting old.","negative","4","0","0"
"2022-09-10 16:04:49+00:00","1.5686315910642E+18","@Jawn_Jones @ryanlturner77 @xTheTruthXl @THR @Disney If you’d spend more time not being a victim and crying so that ppl feel sorry for you, you and the majority of blacks would be doing a whole lot better than the tragic shit y’all are as a collective in society, today. But pat yourself on the back big guy, Little Mermaid is blk 😂","negative","1","0","0"
"2022-09-10 16:03:16+00:00","1.5686312015098E+18","I feel like the world deserves a live action @Disney movie directed by James (@JimCameron)

Imagine the little mermaid done in an avatar sort of way.

Gaaaddhhh DAMN.","positive","0","0","0"
"2022-09-10 16:01:45+00:00","1.5686308189391E+18","For the record, idc about the Little Mermaid being black, since ion care about the Disney Princess shit anyways. However I don't think it would hurt Disney to make an entire 3D animated movie about an African princess that ENTIRELY based in Africa, huh??? @Disney","negative","0","1","0"
"2022-09-10 16:00:49+00:00","1.5686305819567E+18","Just saw the Little Mermaid trailer. At 33 I was literally in tears. This movie was Everything to us coming up. We used wear skirts on our heads &amp; go around pretending to be Ariel. Never did I fathom she would look like this or even see a live action. @Disney @HalleBailey","positive","0","0","0"
"2022-09-10 16:00:18+00:00","1.5686304521723E+18","@Phil_Lewis_ @jacoblatimore as Prince Eric for @HalleBailey #LittleMermaid #Disney #DisneyPlus

He can definitely be Static Shock!!!! #Sleight
@DCComics @DcComicsUnited @DCComicsTalk @comicsexplained

@MarvelStudios @Marvel @DisneyStudios 
@Disney @chloexhalle @ChloeBailey @BOOSIEOFFICIAL https://t.co/udQMNbBVrz","negative","0","0","0"
"2022-09-10 15:54:41+00:00","1.5686290415945E+18","@Disney Is Little Mermaid her stripper name and story is shes single mom trying to raise son Kameel who has crack problem?","negative","0","0","0"
"2022-09-10 15:42:27+00:00","1.5686259619936E+18","I can’t stop watching this. The last of my favorite 3 Disney movies to be remade — Aladdin, Lion King &amp; now The Little Mermaid. 

I need the movie and full version of @HalleBailey’s Part of Your World NOW @Disney https://t.co/MuKWIAedyq","positive","0","0","0"
"2022-09-10 15:39:20+00:00","1.5686251757968E+18","@Clintonbanks___ @AndyVonMortuary @FilmUpdates @Disney Dude, the original discussion is about Ariel being cast as black in The Little Mermaid.

As for Rings of Power- I couldn't care less if there was a black actor in there as long as the story was interesting, but it's boring.

My biggest problem is butchering Galadriel.","positive","0","0","0"
"2022-09-10 15:35:19+00:00","1.5686241646883E+18","Hey @Disney, what are your thoughts about the obvious cultural appropriation in your new live action version of The Little Mermaid? Do you plan to take a female lead from an African fable or folktale and turn her white in an upcoming film? If not, why not? https://t.co/8OrkWykk2t","negative","0","1","5"
"2022-09-10 15:26:32+00:00","1.5686219576877E+18","@sd_stajic @_alex_anne @stevieanntas @AndyVonMortuary @FilmUpdates @Disney Daft. Greek mythology called them sirens and there are many depictions of these creatures as half birds. 

Specifically, the Little Mermaid (the lore) is based off the coast of Denmark. Are there not black people in Denmark? Ariel also perished in this version.","negative","0","0","1"
"2022-09-10 15:03:34+00:00","1.5686161740904E+18","@Disney The little mermaid black lives matter edition","negative","3","0","4"
"2022-09-10 14:55:31+00:00","1.568614151123E+18","Oh she betta sang!!!! #LittleMermaid @Disney @DisneyStudios https://t.co/yjjNh07syZ","positive","0","0","8"
"2022-09-10 14:55:14+00:00","1.5686140771356E+18","THEY LET HER KEEP THE RED HAIR!!!!!!! Thank you @Disney #LittleMermaid #RiseoftheGingers https://t.co/wBswEIBewa","positive","3","0","22"
"2022-09-10 14:50:31+00:00","1.5686128909319E+18","@FredUnbound @Disney In the 2023 remake of The Little Mermaid, the part of Sebastian the crab will be portrayed by a Lobster.","positive","0","0","4"
"2022-09-10 14:35:40+00:00","1.5686091557992E+18",".@Disney drops the teaser for their Live-Action remake of The Little Mermaid! https://t.co/fAISxc2hCC","positive","0","0","0"
"2022-09-10 14:35:11+00:00","1.568609031216E+18","PLEASE GIVE @HalleBailey THE CONTRACT TO MAKE THE LITTLE MERMAID 2&amp;3 😭😭 @Disney","positive","0","0","0"
"2022-09-10 14:15:23+00:00","1.568604048282E+18","@KarlaIsMagic @ImranQuaine @Disney Little mermaid was released in 1989 and I was attached to it despite being born in 1995. That being said I still enjoy the thought of a live action but I think kids prefer cartoons","positive","0","0","0"
"2022-09-10 14:11:10+00:00","1.5686029871064E+18","@Kalelraul7 @Disney La sirenita (The Little Mermaid)
Libro de Hans Christian Andersen","positive","2","0","1"
"2022-09-10 14:09:18+00:00","1.5686025193827E+18","@Disney Can we talk about how the trailer for THE LITTLE MERMAID LOOKS LIKE IT IS GOING TO BE AND AWESOME MOVIE!!!!!!!!!","positive","0","1","1"
